Placeholder,Placeholder (no brackets),Field Name (pretty label),Phase,Section in Report Where Used,Source,Required,Description of Expected Content ,Fallback,Dependencies,Word count (min),Word count (max),Tone/Style,Instructions for GPT,Allowed source: user,Allowed source: GPT logic,Allowed source: API,Data Type,Retry on Reject,Normalise Case,Provenence required,Notes,Examples,Benchmark Targets,Auto populates (human info only),derivation_type,cascade_family
{{ ownership_insights }},ownership_insights,Ownership Insight,API,8,GPT,Yes,"1) Provide detail on the owner, by doing internet research to describe who they are and what they do, and 2) summarise ownership history",Insert 'Data unavailable or inconclusive',"ownership_name, ownership_date",50,200,Chronological summary,"Using the raw ownership records above:  (1) Describe the current proprietor — mandatory internet search for the company/entity name to establish who they are and what they do; (2) Summarise 10-20 year ownership and transaction history with dates and prices. Note price_paid context: which title, tenure type, date. Flag if price appears to be a lease premium not a building transaction. If price_paid is below threshold or blank, note no reliable transaction price is available from CCOD. Cross-reference with brochure if uploaded. Finally, before output, in order to enrich response, ALWAYS cross reference findings by performing a MANDATORY internet search using <address> +keywords derived from the above +'sale', +'investment', +'acquisition'.",No,Yes,Yes,String,Yes,Initial caps,Yes,,"Wolfe Limited is 100% beneficially owned by Sumaja Holdings LLC (Delaware-registered), which is ultimately controlled via a Bermuda-based family corporate structure owned by the Reichmann family interests per public filings and Companies House PSC disclosures. Classified as a long-hold corporate portfolio asset rather than an opportunistic trade: no recent disposal activity, no marketing exposure on the property, and a holding pattern consistent with the Reichmann family's institutional real-estate approach across London. The 2017 acquisition at £485m against then-in-place NOI implies approximately 5.2% gross yield at acquisition — a tight cycle-equivalent yield that suggests strategic placement within a trophy-asset portfolio rather than yield-opportunistic underwriting. This long-hold thesis aligns well with a patient retrofit capex programme and supports making the major-works case for the 2032 lease-break window.",N/A,No,llm_derived,
{{ ownership_name }},ownership_name,Current owner,API,8,HMLR,Yes,"Name of the current owner, include the full legal name of the company that owns the property",Insert 'Data unavailable or inconclusive',None,1,15,"Short, factual","Auto-populated from HMLR CCOD/OCOD API via /hmlr. Field: Proprietor Name (1). Note: only corporate owners appear in CCOD/OCOD — private individuals are excluded. If missing after /hmlr phase, cross-reference with brochure if uploaded, then MANDATORY internet search using <address> + 'owner' + 'acquired'. Follow PIPE.PROCESS.TITLE in pipe_companion_file.pdf in your knowledge files.",No,Yes,Yes,String,Yes,Leading caps,Yes,,"Acme Investment Company, Limited",N/A,Yes,auto,hmlr
{{ ownership_officers_summary }},ownership_officers_summary,Company Officers Summary,API,8,COMPANIES_HOUSE,No,"Active officers (directors, secretaries, managing officers) of the corporate owner. Shows name, role, and appointment date. For overseas entities, the managing officer is typically the asset management firm (e.g., Sofidy, CBRE GI, LaSalle) with full powers to act on behalf of the SPV.",Insert 'Data unavailable or inconclusive',ownership_company_name,20,100,"Descriptive, analytical, factual","Auto-populated from Companies House API via /hmlr. For CRE context, the officer identity reveals who manages the asset, this is often more important than the SPV name itself.",No,No,Yes,String,No,Leading caps,Yes,Corporate officers (where a company serves as officer) are common for overseas SPV structures. The officer company is typically the asset manager.,SOFIDY (corporate-managing-officer appointed 2023-03-21),N/A,Yes,rules,companies_house
{{ ownership_registered_address }},ownership_registered_address,Company Registered Address,API,8,COMPANIES_HOUSE,No,"Registered office address of the corporate owner. For overseas entities, this is typically the management company's head office in the originating jurisdiction, it reveals domicile and management hub, not the property itself. The country component indicates the jurisdiction for tax and regulatory purposes.",Insert 'Data unavailable or inconclusive',ownership_company_name,1,100,"Short, factual","Auto-populated from Companies House API via /hmlr. For overseas entities, the registered address reveals jurisdiction (e.g., France, Luxembourg, Jersey) — relevant for tax structure and regulatory implications.",No,No,Yes,String,No,Leading caps,Yes,"Overseas entity addresses are in the home jurisdiction. UK entity addresses may be the property itself, a registered agent, or the parent company's offices.","303 Square Des Champs Élysées, Evry-Courcouronnes, France",N/A,Yes,auto,companies_house
{{ planning_history }},planning_history,Planning & Development History,API,9,GPT,Yes,"Summarise the planning histoy including all major applications, what they were for, and whether approved or not.  Give planning reference numbers",Insert 'Data unavailable or inconclusive',"planning_latest_app_description, planning_latest_app_type, planning_status",75,200,Chronological summary,"Using the planning information above, synthesise in two layers. (1) Subject — all major subject_applications: what for, approved/refused, ref numbers, dates, status. (2) Neighbourhood — material schemes from neighbourhood_applications: towers, refurbs, demolitions, change-of-use affecting competition/rental comps/retrofit. More major nearby applications (or none) could be a signal. Note subject listed building status and nearby heritage constraints. Always cross-reference findings by performing a MANDATORY internet search using <address> + 'planning'. Lead with subject; neighbourhood is context. You MUST follow the additional more detailed instructions in PIPE.PROCESS.PLANNING in pipe_companion_file.pdf in your knowledge files.",No,Yes,Yes,String,Yes,Initial caps,Yes,"Incude planning references in parentheses eg, ""(ref 123/A/456)""","Subject property: PLA 2017/4352 (LPA: Southwark), a minor material amendment approved August 2017 for retention of the rooftop plant enclosure beyond the original permitted envelope; PLA 2021/5893, a non-material amendment approved March 2022 for replacement signage at the main entrance. Both discharged without conditions outstanding. Stable compliance record, no unresolved applications. Neighbourhood context: Sampson House (directly opposite, north side of Blackfriars Road) has an active major planning application PLA 2024/1845 currently at committee stage for a 43-storey office tower — material for daylighting assessment on 240 BFR's upper floors if consented. The New Festival Wing redevelopment (PLA 2023/3377, south of the subject) was refused on urban-design grounds in early 2024; a revised scheme is expected.",N/A,No,llm_derived,
{{ planning_latest_app_date }},planning_latest_app_date,Application Date,API,9,PLANNING,No,Validation date of most recent planning application,Insert 'Data unavailable or inconclusive',None,1,5,Date,Get from planning API via /planning. Use date application was validated.,No,No,Yes,Date,No,N/A,Yes,Coverage: London only,45458,N/A,Yes,auto,planning
{{ planning_latest_app_description }},planning_latest_app_description,Application Description,API,9,PLANNING,No,Description of proposed works in most recent application,Insert 'Data unavailable or inconclusive',None,1,500,"Short, factual","Get from planning API via /planning. Cross check with live internet search using <address> + ""planning"" + ""planning application"" sorted by date order.",No,No,Yes,String,No,Initial caps,Yes,Coverage: London only,Change of use from office to residential,N/A,Yes,auto,planning
{{ planning_latest_app_ref }},planning_latest_app_ref,Planning Reference,API,9,PLANNING,No,LPA reference number for most recent application,Insert 'Data unavailable or inconclusive',None,1,30,"Short, factual",Get from planning API via /planning. Format varies by borough.,No,No,Yes,String,No,All caps,Yes,Coverage: London only,2024/1234/P,N/A,Yes,auto,planning
{{ planning_latest_app_type }},planning_latest_app_type,Application Type,API,9,PLANNING,No,Type of most recent planning application,Insert 'Data unavailable or inconclusive',None,1,30,"Short, factual",Get from planning API via /planning. Values: Full; Householder; Prior Approval; LBC; All Other.,No,No,Yes,String,No,Leading caps,Yes,Coverage: London only,Full,N/A,Yes,auto,planning
{{ planning_status }},planning_status,Planning Status,API,9,PLANNING,No,Status of most recent planning application,Insert 'Data unavailable or inconclusive',None,1,50,"Short, factual",Get from planning API via /planning. Values: Approved; Refused; Withdrawn; Application Under Consideration; Lapsed; Superseded.,No,No,Yes,String,No,Leading caps,Yes,Coverage: London only,Approved,N/A,Yes,auto,planning
{{ post_code }},post_code,Address,Init,Header and Section 1,OS_PLACES,Yes,"Post code, parsed from the address","None, mandatory",None,1,5,UK post code format,Auto-populated from OS Places API via /address. Do not adjust even if user insists,No,No,Yes,String,Yes,All caps,Yes,,W1S 2TQ,N/A,Yes,auto,address
{{ postrefurb_embodied }},postrefurb_embodied,Added Embodied Carbon (kwh/m2),Strategy,13,GPT,Yes,Estimate of the amount of embodied carbon that will result from Retrofit Strategy  ,Insert 'Data unavailable or inconclusive',None,1,5,Number,"Estimate embodied carbon (kgCO₂/m²) from all proposed retrofit interventions. Reference RICS Whole Life Carbon Assessment guidance for methodology. Break down by major intervention category (fabric, MEP, renewables). MANDATORY: MUST use context_binder_trade*.pdfs and context_binder_reg_uk*.pdfs for benchmarks. State sources and confidence. If pre-acquisition with no site survey data, store: 'Requires site survey'.",No,Yes,No,String,Yes,N/A,Yes,,300 kg/m²,<300 kg/m²,No,calculated,
{{ postrefurb_eui }},postrefurb_eui,Forecast end EUI (kwh/m2),Strategy,13,GPT,Yes,"Post-retrofit EUI (kWh/m²/yr). Computed by pipe-energy Val via pipe-crrem (/crrem2) physics-based energy model (CIBSE Guide F, SBEM v7.0, NCM 2021).",Insert 'Data unavailable or inconclusive',"crrem_adv_comments, crrem_retrofit_final_eui",1,5,Number,Computed by energy model. Val-stored. Present as-is.,No,No,Yes,Number,Yes,N/A,Yes,, 253 kWh/m²/year,< 55 kWh/m²/year,No,calculated,
{{ postrefurb_euice }},postrefurb_euice,EUI cost efficiency,Strategy,13,GPT,Yes,The Total Cost per m2 of the work (as found in the {{ cost_rate_total }} placeholder) divided by the Estimate of the amount of annual opearational carbon savings from the Retrofit Strategy (in kg/m2/yr) ,Insert 'Data unavailable or inconclusive',"postrefurb_eui, postrefurb_embodied, postrefurb_nia_pc",1,5,"Short, factual","Calculate as cost_rate_total / (epc_primary_energy_value - postrefurb_eui). Express as £ per kWh/m²/yr saved. If dependencies unavailable, store: 'Requires site survey'. Do not estimate without inputs.",No,Yes,No,Currency,Yes,N/A,Yes,,£100 per kWh/M2/yr saved,N/A,No,calculated,
{{ postrefurb_nia }},postrefurb_nia,NIA post refurb (sq ft),Strategy,13,GPT,Yes,"Estimate of the Building net internal area after the Retrofit Strategy has been implemented, taking into account any addional area added.",Insert 'Data unavailable or inconclusive',None,1,5,Number,"Calculate post-retrofit NIA as stored NIA + any additional area from proposed interventions (e.g. mezzanine, reconfigured core). If pre-acquisition with no site survey data, store: 'Requires site survey'.",No,Yes,No,Number,Yes,N/A,Yes,,"100,000 sq ft",N/A,No,calculated,
{{ postrefurb_nia_pc }},postrefurb_nia_pc,NIA post refurb % uplift,Strategy,13,GPT,Yes,"Estimate of the percentage increase in net internal area of the Retrofit Strategy vs the Base Build, taking into account any addional area added. ",Insert 'Data unavailable or inconclusive',"postrefurb_nia, nia",1,5,Number,"Calculate as (postrefurb_nia - nia) / nia × 100. Express as percentage. If dependencies unavailable, store: 'Requires site survey'.",No,Yes,No,Percent,Yes,N/A,Yes,Calculate as {{ Postrefurb_nia }} minus {{ NIA }} divided by {{ NIA }},0.1,N/A,No,calculated,
{{ postrefurb_roic }},postrefurb_roic,Return on Invested Carbon,Strategy,13,GPT,Yes,Estimate of the amount of annual opearational carbon savings from the Retrofit Strategy (in kg/m2/yr) DIVIDED BY estimate of the amount of embodied carbon that will result from Retrofit Strategy (in KG/m2),Insert 'Data unavailable or inconclusive',"postrefurb_eui, postrefurb_embodied, epc_co2_emissions",1,5,Number,"Calculate Return on Invested Carbon as (epc_co2_emissions - postrefurb_eui) / postrefurb_embodied. This is annual operational carbon saved per unit of embodied carbon spent. If dependencies unavailable, store: 'Requires site survey'.",No,Yes,No,Percent,Yes,N/A,Yes,,0.1,N/A,No,calculated,
{{ price_paid }},price_paid,Price Paid,API,8,HMLR,No,Transaction price when property was last sold,Insert 'Data unavailable or inconclusive',None,1,5,Number,Get from HMLR CCOD/OCOD API via /hmlr. Note: May be blank for older transactions or intra-group transfers.,No,No,Yes,Currency,No,N/A,Yes,Only available for corporate ownership transactions,¬£45000000,N/A,Yes,auto,hmlr
{{ refurb_date }},refurb_date,Refurbishment Date,Base build,1,GPT,Yes,"Year built, and if applicable, year of last major refurbishment",Insert 'Data unavailable or inconclusive',None,1,5,Date,"Output the year of last major refurbishment. Check uploaded brochure and other files if present. Always cross-reference findings by performing a MANDATORY internet search using <address> + 'refurbishment' + 'renovation' + 'upgrade' + 'refit'. If no refurbishment history found, store 'No refurbishment identified from public sources'.",No,Yes,Yes,Number (year),Yes,N/A,Yes,,2020,N/A,No,auto,
{{ refurb_history }},refurb_history,Refurbishment History,Base build,1,GPT,Yes,"Past upgrades, by year, scope, and outcome",Insert 'Data unavailable or inconclusive',None,25,200,"Chronological summary, expository","Search internet for refurbishment history of [building_name] at [address]. Look for: major refurbishment dates, scope of works (comprehensive refit or cosmetic?), architect/developer if identifiable, key design features introduced. Cross-reference with brochure if uploaded and EPC data. If internet search yields limited results, ask user: 'Do you know when this building was last refurbished and what the scope included?' Note works post-2010 or to HVAC/BMS in detail. If no data from any source, store: 'No refurbishment history identified from public sources — confirm via vendor/agent.'",Yes,Yes,No,String,Yes,Initial caps,Yes,Note works post-2010 or to HVAC/BMS in detail,,LETI Retrofit Benchmarks,No,user,
{{ renew_conclusions }},renew_conclusions,Conclusion,Strategy,12,GPT,Yes,Deatiled conclusions about the viability of renewables. Include sentence about you confidence in the results,Insert 'Data unavailable or inconclusive',"renew_roof_area_total, renew_roof_area_solar, renew_shading, renew_struct",50,150,"Clear, factual, expository","State PV capacity estimate (kWp), estimated annual generation (kWh), simple payback period, and key constraints (structural, shading, planning). Include a confidence statement. Follow PIPE.PROCESS.IMAGES in pipe_companion_file.pdf in your knowledge files. MANDATORY you must read that section of pipe_companion.pdf now. MUST use context_binder*.pdfs. If pre-acquisition with no site survey data store: 'Requires site survey'.",No,Yes,No,String,Yes,Initial caps,No,,"Recommended 200 kWp solar-PV installation on approximately 1,100 sqm of available flat roof area after deducting plant-room and access corridors. Estimated annual generation 170,000 kWh based on UK average solar irradiance and modelled shading. Simple payback 7-9 years at 2025 UK commercial export rates and displaced grid power at 28p/kWh. Confidence: moderate — structural loading has not yet been verified by engineer sign-off, and grid connection capacity to the existing DNO sub-station is sufficient per desktop assessment but requires a metering upgrade. Key constraint: planning consent may require low-profile screening treatment given heritage proximity to the Waterloo Conservation Area.",N/A,No,llm_derived,
{{ renew_roof_area_solar }},renew_roof_area_solar,Roof Area (available) (sq m),Strategy,12,GPT,Yes,"Estimate of the roof space available for solar, takinging into account existing (and planned) plant locations, following guidelines in the Companion File",Insert 'Data unavailable or inconclusive',None,1,5,Number,"Calculate potential area available for solar PVs by analysing uploaded building photos and satellite images and computing free space. If images not present, ask user. Take instructions also from PIPE.PROCESS.IMAGES in pipe_companion_file.pdf. If pre-acquisition with no site survey data store: 'Requires site survey'.",No,Yes,No,String,Yes,N/A,No,,"8,000 sq ft"" NOTE: must be less than {{ Renew_roof_area_total }",N/A,No,llm_assisted,
{{ renew_roof_area_total }},renew_roof_area_total,Roof Area (total) (sq m),Strategy,12,GPT,Yes,Estimate of the total area of the roof,Insert 'Data unavailable or inconclusive',None,1,5,Number,"Calculate total roof area by analysing uploaded building photos and satellite images and computing free space. If images not present, ask user. Take instructions also from PIPE.PROCESS.IMAGES in pipe_companion_file.pdf. If pre-acquisition with no site survey data store: 'Requires site survey'.",No,Yes,No,String,Yes,N/A,No,,"15,000 sq ft"" NOTE: must be larger than {{ Renew_roof_area_solar }",N/A,No,llm_assisted,
{{ renew_shading }},renew_shading,Shading,Strategy,12,GPT,Yes,"Commenary about the amount of shading, following guidelines in the Companion File",Insert 'Data unavailable or inconclusive',None,1,50,"Short, factual","Estimate potential roof shading issues by analysing uploaded building photos and satellite images. If images not present, ask user. Take instructions also from PIPE.PROCESS.IMAGES in pipe_companion_file.pdf. If pre-acquisition with no site survey data store: 'Requires site survey'.",No,Yes,No,String,Yes,N/A,No,,Moderate shading from central plant-room enclosure (casts 10-15m shadow southward in winter). Adjacent 25-storey Canaletto Building 100m north casts partial shadow on the northern third of the roof between 10:00 and 13:00 in summer months.,N/A,No,llm_assisted,
{{ renew_struct }},renew_struct,Structural Load,Strategy,12,GPT,Yes,Comments about the potential issues with roof loading,Insert 'Data unavailable or inconclusive',None,1,50,"Short, factual","Evaluate potential structural issues for adding PVs by analysing uploaded building photos and satellite images. If images not present, ask user. Take instructions also from PIPE.PROCESS.IMAGES in pipe_companion_file.pdf. If pre-acquisition with no site survey data store: 'Requires site survey'.",No,Yes,No,String,Yes,Initial caps,No,,"Roof slab is RC composite with steel deck, rated 1.5 kN/m² imposed load on non-plant areas plus 7.5 kN/m² at plant zones. Ballast-mounted PV at ~18 kg/m² fits within the 0.5 kN/m² margin without structural reinforcement. Moderate confidence; desktop review only against 2014 original design drawings.",N/A,No,llm_assisted,
{{ report_generated_at }},report_generated_at,Report Generated,Export,16,CALCULATED,Yes,Timestamp when this PDF report was generated,None,session_id,1,5,N/A - system field,Generated at report creation time. Do not manually populate even if user insists.,No,No,Yes,String,No,N/A,Yes,ISO 8601 format or human-readable date,46029,N/A,No,auto,
{{ session_id }},session_id,Session ID,Init,16,GPT,Yes,Unique session identifier for this PIPE analysis,None,None,1,5,N/A - system field,System-generated session identifier,No,No,Yes,String,No,N/A,Yes,Format: PIPE-{timestamp}-{random},PIPE-1767783666543-s01446,N/A,No,auto,
{{ strategic_decarb_comments }},strategic_decarb_comments,Optimised Retrofit Strategy,Strategy,13,GPT,Yes,Summarise the optimised Retrofit Strategy that you have created as part of this process. Included details of all interventions.  State what you have discounted and why.,"None, mandatory",_terminal,200,500,"Clear, factual, expository","Synthesise the complete optimised Retrofit Strategy from all stored data via /pull with include_api_responses=true. Structure as: (1) strategy overview — what interventions are proposed and in what sequence; (2) rationale for each major intervention; (3) items considered but discounted, with reasons; (4) phasing and dependencies; (5) confidence assessment — what is well-evidenced vs assumed. Follow all insights and methodology in pipe_companion_file.pdf in your knowledge files. MANDATORY you must read PIPE.SIM.HEURISTICS in pipe_companion.pdf now. MUST use context_binder*.pdfs. State confidence.",No,Yes,No,String,Yes,Initial caps,No,,"Recommended retrofit strategy comprises four sequenced interventions. (1) Full HVAC replacement — air-source heat-pump installation with integrated heat-recovery and redesigned BMS controls — is the primary decarbonisation lever, contributing approximately 60% of projected Scope 1 and 2 carbon reduction and achievable in a 14-month phased programme around the 2032 lease-break negotiation window. (2) Selective glazing replacement where individual curtain-wall units are approaching end-of-life, addressing approximately 12% of fabric-related energy loss without triggering full fabric re-envelope — a lower-cost targeted intervention. (3) Rooftop 200 kWp photovoltaic array, generating approximately 170 MWh per year, offsetting ~8% of regulated building demand and contributing measurably to operational-carbon reporting for ESG purposes. (4) Lighting LED-retrofit completion across all remaining floors (levels 7-9 already complete from a 2022 works programme). Total retrofit cost £3.2m; paybacks: HVAC 11-14 years factoring internal carbon price at £241/tCO₂, PV 7-9 years, LED 4-5 years. Sequencing rationale: prioritise interventions (1) and (4) in the early-years window to capture operational-emissions benefit during the full hold period, whilst (2) and (3) align with the 2032 break-negotiation to share cost exposure with tenant via capex-sharing provisions. Residual CRREM stranding in 2034 under 1.5°C pathway even with the complete package — full building-level decarbonisation-to-pathway would require district-heat network connection or a contracted off-site PPA, both of which are outside the single-building retrofit scope and require strategic portfolio decisions about the asset's long-term hold intent.",N/A,No,llm_derived,
{{ tenure }},tenure,Tenure,API,1,HMLR,No,Ownership tenure,Insert 'Data unavailable or inconclusive',None,1,5,"Short, factual",Get from HMLR CCOD/OCOD API via /hmlr. Search for Freehold or Leasehold.,Yes,No,Yes,"ENUM: Freehold, Leasehold, not known",Yes,Leading caps,Yes,,Freehold,N/A,Yes,auto,hmlr
{{ transport_commentary }},transport_commentary,Transport Commentary,API,2,GPT,No,"Accessibility assessment synthesising station data into investment-relevant narrative. Cover: headline connectivity (nearest station and walk time), modal diversity (Tube, Rail, Elizabeth Line, DLR), line-level detail for major commuter routes, comparison to location benchmarks. For FORE's market, transport accessibility directly correlates with rental value and tenant demand.",Insert 'Data unavailable or inconclusive',"transport_nearest_station, transport_nearest_tube, transport_nearest_rail, transport_walk_time",30,100,"Descriptive, factual, expository","Synthesise transport accessibility from the /transport response. Structure as: (1) headline, nearest station, walk time, primary lines; (2) modal coverage, which modes are available and what routes they serve; (3) investment relevance — how connectivity supports tenant demand and rental positioning. If outside_coverage (non-London), note limitation. Do not speculate on transport links not in the data.",No,Yes,No,String,Yes,Initial caps,No,London only (TfL data). Transport accessibility is one of the strongest correlates of commercial property value — Knight Frank/CBRE research shows 15-30% rental premiums for well-connected locations.,"Excellent connectivity, 5 stations within 1km. Blackfriars (340m, 5 min walk) serves Circle, District, Southeastern, and Thameslink, providing cross-London and south-east commuter access. City Thameslink (323m) adds north-south connectivity. Temple, Chancery Lane, and St Paul's provide Central line access within 10 minutes. Multi-modal coverage supports broad tenant catchment.",N/A,No,llm_derived,
{{ transport_nearest_rail }},transport_nearest_rail,Nearest Rail Station,API,2,TFL,No,"Nearest National Rail station with line names and distance. Format: 'Station Name — Line1, Line2 (distance in metres)'. National Rail connectivity is critical for commuter catchment, buildings near mainline stations attract tenants with staff across the wider South East.",Insert 'Data unavailable or inconclusive',None,1,20,"Short, factual","Auto-populated from TfL API via /transport. London only. Returns 'N/A' if no rail stations within 1km, or 'Outside TfL coverage (London only)' for non-London properties.",No,No,Yes,String,No,Leading caps,Yes,Walk time uses Euclidean distance with 1.2√ó detour factor (effective 67m/min). Only NaptanRailStation stop types included.,City Thameslink (323m),N/A,Yes,auto,transport
{{ transport_nearest_station }},transport_nearest_station,Nearest Station,API,2,TFL,No,"Nearest Tube or Rail station with distance and walk time. Format: 'Station Name (distance in metres, walk time in minutes)'. The headline transport accessibility metric for CRE positioning.",Insert 'Data unavailable or inconclusive',None,1,20,"Short, factual","Auto-populated from TfL API via /transport. London only. Returns 'No stations found within 1km' if none in radius, or 'Outside TfL coverage (London only)' for non-London properties.",No,No,Yes,String,No,Leading caps,Yes,"Covers NaptanMetroStation (Tube, Overground, Elizabeth Line, DLR) and NaptanRailStation (National Rail). Bus stops excluded — too granular for CRE walkability assessment.","Blackfriars (340m, 5 min walk)",N/A,Yes,auto,transport
{{ transport_nearest_tube }},transport_nearest_tube,Nearest Tube Station,API,2,TFL,No,"Nearest Tube/Underground station with line names and distance. Format: 'Station Name — Line1, Line2 (distance in metres)'. Tube connectivity is the primary driver of occupier transport perception in London commercial property.",Insert 'Data unavailable or inconclusive',None,1,20,"Short, factual","Auto-populated from TfL API via /transport. London only. Returns 'N/A' if no Tube stations within 1km, or 'Outside TfL coverage (London only)' for non-London properties.",No,No,Yes,String,No,Leading caps,Yes,"Includes all NaptanMetroStation stops: Underground, Overground, Elizabeth Line, DLR. Hub-based deduplication ensures each station appears once, not per platform.","Blackfriars (Circle, District) 340m",N/A,Yes,auto,transport
{{ transport_walk_time }},transport_walk_time,Walk Time Summary,API,2,TFL,No,"Summary of walk times to nearest Tube and Rail stations. Format: 'X min to Tube, Y min to rail'. The metric occupiers and leasing agents use for accessibility positioning. Walk time calculated at 67m/min effective speed (Euclidean distance with 1.2√ó detour factor).",Insert 'Data unavailable or inconclusive',None,1,10,Number,Auto-populated from TfL API via /transport. London only. Based on Euclidean distance from TfL API with 1.2√ó detour factor applied.,No,No,Yes,String,No,N/A,Yes,"Walk times are estimates based on straight-line distance with 1.2√ó detour factor. Actual walking time depends on route, pedestrian crossings, and terrain.","5 min to Tube, 5 min to rail",<10 min to Tube,Yes,rules,transport
{{ uprn }},uprn,UPRN,Init,1,OS_PLACES,Yes,Unique Property Reference Number from OS Places - the definitive identifier for the property,Insert 'Data unavailable or inconclusive',None,1,5,Number,Get from OS Places API via /address,No,No,Yes,String,No,N/A,Yes,Primary key for property lookups,1.00E+11,N/A,Yes,auto,address
{{ use_class }},use_class,Use Class,Base build,1,EPC,Yes,"Building uses, e.g., office, retail, residential.  Include all uses ","None, mandatory",None,1,5,"Short, factual","Output the planning use class. Primary source: uploaded brochure if present. Secondary source: EPC API data from above; if not present, call /pull with include_api_responses=true. Check full EPC API response for property-type field. Note: use class may have changed under 2020 reforms (B1 → Class E). If EPC shows pre-2020 B1, store as 'Class E (Office)' with note that this was formerly B1. If use class appears in more than one source, cross-reference; if conflicting, present both to user for resolution.",Yes,Yes,Yes,String,Yes,Leading caps,Yes,Mention all use types ,Office,N/A,Yes,user,epc
{{ user_email }},user_email,Email Address,Init,16,GPT,Yes,Email address for report delivery and audit trail,None,None,1,5,N/A - system field,Provided by user at session init,Yes,No,No,String,No,Lower case,Yes,Used for report delivery,basil@forepartnership.com,N/A,No,user,
{{ user_name }},user_name,Prepared By,Init,16,GPT,Yes,Name of the person who prepared this report,None,None,1,5,N/A - system field,"Provided by user at session init.  Fallback, extract from user_email",Yes,No,No,String,No,Leading caps,No,May be parsed from email if not provided separately,Basil Demeroutis,N/A,No,user,
{{ building_height_m }},building_height_m,Building Height (m),API,2,OSM,No,Building height in metres from OSM `height` tag. Null if absent.,Insert 'Data unavailable or inconclusive',"latitude, longitude",1,1,"Short, factual",Auto-populated from OSM Overpass via /climate. Store only if OSM `height` tag present. Do not infer from building:levels (strict rule — see plan §6.4).,No,No,Yes,Number,No,N/A,Yes,Often null — only ~20% of UK OSM buildings carry a height tag.,66.5,N/A,Yes,auto,osm
{{ building_floors_above }},building_floors_above,Floors Above Ground,API,2,OSM,No,Number of floors above ground from OSM `building:levels` tag.,Insert 'Data unavailable or inconclusive',"latitude, longitude",1,1,"Short, factual",Auto-populated from OSM Overpass via /climate. From `building:levels` tag.,No,No,Yes,Integer,No,N/A,Yes,MapMortar caveat: OSM may undercount by 1 floor (e.g. 19 reported vs 20 actual at 240 BFR). Known imperfection.,19,N/A,Yes,auto,osm
{{ building_type_osm }},building_type_osm,Building Type (OSM),API,2,OSM,No,"Building type from OSM `building` tag (office, apartments, retail, etc.). Descriptive only — does not override property_type.",Insert 'Data unavailable or inconclusive',"latitude, longitude",1,2,"Short, factual",Auto-populated from OSM Overpass via /climate. From `building` tag value.,No,No,Yes,String,No,Lower,Yes,OSM taxonomy — not the EPC or planning classification.,office,N/A,Yes,auto,osm
{{ flood_zone }},flood_zone,Flood Zone,API,7,EA_FLOOD_ZONE,Yes,"Environment Agency Flood Map for Planning zone: FZ1 (<0.1% annual probability), FZ2 (0.1–1% rivers / 0.1–0.5% sea), FZ3 (1%+ rivers / 0.5%+ sea). Undefended basis.",Insert 'Data unavailable or inconclusive',"latitude, longitude",1,1,"Short, factual",Auto-populated from EA Flood Map for Planning (OGC API Features) via /climate. Zero features returned = FZ1.,No,No,Yes,String,No,N/A,Yes,"Planning designation, NOT residual risk. See flood_risk_rivers_sea for defended residual.",FZ3,N/A,Yes,auto,flood
{{ flood_source_primary }},flood_source_primary,Flood Source (Primary),API,7,EA_FLOOD_ZONE,No,"Source of flood risk where zone is FZ2/FZ3: rivers, sea. n/a for FZ1.",Insert 'Data unavailable or inconclusive',flood_zone,1,2,"Short, factual",Auto-populated from EA Flood Map for Planning via /climate. From `flood_source` attribute.,No,No,Yes,String,No,Lower,Yes,,sea,N/A,Yes,auto,flood
{{ flood_risk_rivers_sea }},flood_risk_rivers_sea,"Flood Risk (Rivers/Sea, defended)",API,7,EA_ROFRS,Yes,EA Risk of Flooding from Rivers and Sea (NAFRA2): Very low / Low / Medium / High. Incorporates flood defences and their condition.,Insert 'Data unavailable or inconclusive',"latitude, longitude",1,2,"Short, factual",Auto-populated from EA NAFRA2 WMS via /climate. Zero features returned = Very low.,No,No,Yes,"ENUM: Very low, Low, Medium, High",No,Leading caps,Yes,"RESIDUAL risk — the number that should shape insurance, covenants, plant room design. Differs from flood_zone which is the undefended planning designation.",Very low,N/A,Yes,auto,flood
{{ flood_risk_surface_water }},flood_risk_surface_water,Flood Risk (Surface Water),API,7,EA_ROFSW,Yes,"EA Risk of Flooding from Surface Water (NAFRA2): Very low / Low / Medium / High. Local drainage characteristic, not captured by planning flood zones.",Insert 'Data unavailable or inconclusive',"latitude, longitude",1,2,"Short, factual",Auto-populated from EA NAFRA2 WMS via /climate. Zero features returned = Very low.,No,No,Yes,"ENUM: Very low, Low, Medium, High",No,Leading caps,Yes,Local drainage issue. High/Medium triggers SuDS and basement-protection commentary.,High,N/A,Yes,auto,flood
